input_text,target_text,slang_terms,category,difficulty_level
highkey we are so sus right now in this match,"not to overthink this but we are performing at the level of suspicious, questionable in this match","sus, suspicion",gaming,medium
Doing a frfr challenge run tonight wish me luck,"Attempting a for real for real, seriously challenge run tonight, wish me luck","frfr, emphasis",gaming,medium
Omw and already feeling idk,On my way and already feeling I don't know,"idk, uncertainty",texting,easy
His reaction was very highkey af i could not stop laughing lmao,His reaction was very extremely openly and obviously i could not stop laughing friend,highkey af,chat,hard
Yes continue please this cooked is so helpful,"Yes please continue, this in serious trouble is so incredibly helpful","cooked, trouble",sarcasm,medium
I'm not even gonna lie that was imo,"I won't lie, that genuinely showed in my opinion","imo, opinion",chat,easy
Dropping the class is my ngl era honestly,Withdrawing from this course is my not gonna lie phase honestly,"ngl, honesty",college,easy
she postedd that and the energy was drip.,She posted that and the energy was stylish outfit or fashion sense.,drip,chat,medium
wait pOV: you just experienced facts energy,"for real though from my perspective, that energy was that is true, absolutely correct","facts, agreement",social_media,medium
Did you catch how bussin that was periodt,Did you catch how extremely extremely good that was? honestly,so bussin,chat,hard
Genuinely cannot believe how fomo this got very fast,I genuinely cannot believe how quickly this became fear of missing out,"fomo, anxiety",sarcasm,medium
Bro that ong was actually wild,"Honestly that on God, I swear was really surprising","ong, oath",chat,medium
Ngl that fit is very w.,Friend that outfit is very w.,so W,chat,hard
Lowkey that whole thing was smh,"Secretly, that whole thing felt like shaking my head, disappointing","smh, disappointment",chat,easy
"Society: be normal. me, built different: ratio + L + no cap","Society says act normally and I, being different, display multiple criticisms at once","ratio, L, no cap, criticism",meme,hard
Wow who could have predicted this galaxy brain outcome,Who could have possibly predicted this overthinking to arrive at a weird conclusion outcome,"galaxy brain, overthinking",sarcasm,hard
Ikr that was peak essay cooked me,"I know right, that was the peak of the essay exhausted me","cooked, exhaustion",texting,hard
Tell me why this is so in my feels,Can someone explain why this feels so experiencing strong emotions,"in my feels, emotion",chat,hard
sis wyd? lowkey feeling parasocial rn,come on now what are you doing? I am secretly feeling one-sided emotional connection to a celebrity right now,"parasocial, connection",texting,medium
ngl this is certified capping and i will not explain,come on now this is genuinely lying and I will not explain further,"capping, dishonesty",social_media,medium
Step 1: simping. step 2: ??? step 3: profit istg,"Step one is being overly devoted to someone, step two is unclear, step three is profit and that is funny","simping, devotion",meme,medium
Office hours today were actually cap no cap,"The professor held office hours and they were actually lie, untrue statement honestly","cap, dishonesty",college,medium
Ngl is it simply me or is this giving stan energy?,Very much is it simply me or is this giving extremely stan energy?,so stan,chat,hard
That carry was so stan i can't even on god,That assistance was so dedicated fan who supports intensely I cannot process it and that is funny,"stan, fan",gaming,medium
Plot twist: it was giving me the ick all along,Unexpected reveal: it was causing sudden disgust the entire time,"ick, disgust",social_media,hard
what a time to be alive and experience highkeyy istg,"What a remarkable time to be alive experiencing openly, obviously, very much honestly","highkey, obvious",sarcasm,medium
the whole commentt section was hot take af about this.,The whole comment section was extremely hot take about this.,hot take af,chat,hard
The way she handled that was rizz.,The way she handled that was extremely charisma or flirting skill.,so rizz,chat,hard
Never seen anything more simping in my entire life,I have never witnessed anything more being overly devoted to someone in my entire life,"simping, devotion",sarcasm,medium
The way she handled that was slay af.,The way she handled that was extremely do something excellently.,slay af,chat,hard
gg that was clutch no cap,well played that was a critical moment honestly,"gg, no cap",gaming,hard
fr tho that was literally big mad tier gameplay,hey that was literally a very angry tier performance,"big mad, anger",gaming,hard
That fit is so high effort.,That outfit is so high effort.,so high effort,chat,hard
bruh we are so based right now in this match,"very much we are performing at the level of confident, unapologetic, admirable in this match","based, attitude",gaming,medium
lowkey vibing 🎵✨,secretly enjoying the atmosphere and music,"lowkey, vibing",chat,easy
How it started: fine. how it's going: that's sending me,How it began was fine but now it has become that's making me laugh,"sending me, laughter",meme,hard
genuinely walked into the exam and went full based,"everyone entered the exam room and immediately displayed confident, unapologetic, admirable","based, attitude",college,medium
sis he is ratio af.,quite openly he is extremely getting more replies than likes.,ratio af,chat,hard
She posted that and the energy was rent free.,She posted that and the energy was extremely staying in your mind uninvited.,so rent free,chat,hard
ok so that group project was tilted and I did it alone,genuinely that group project showed frustrated and off your game and I completed it alone,"tilted, frustration",college,medium
He went full valid af mode during the match.,He went full extremely acceptable and understandable mode during the match.,valid af,chat,hard
Pov: you simply experienced shook energy,"From my perspective, that energy was shocked, stunned","shook, shock",social_media,medium
Wait that fit is very they cooked.,Honestly that outfit is very they cooked.,so they cooked,chat,hard
not to be that person but he was being totally npc energy af at the party.,genuinely he was being totally extremely npc energy at the party.,npc energy af,chat,hard
Brain: sleep. also brain: think about bet,"Brain says sleep but also tells me to think about okay, sounds good, I agree","bet, agreement, confirmation",meme,medium
this lobby is built different its giving ick,"This lobby is different, it is displaying sudden feeling of disgust or dislike","ick, disgust",gaming,medium
wow who could havee predicted this imho outcome ngl,Who could have possibly predicted this in my humble opinion outcome seriously,"imho, opinion",sarcasm,medium
dude im literally im dead rn,I am literally experiencing I'm laughing so hard right now,"dead, laughter",chat,medium
bruh he is bro af.,truly he is extremely friend or dude.,bro af,chat,hard
Nobody: not a single soul: me in my chronically online arc:,"No one, not a single person, just me in my spending too much time online phase","chronically online, internet use",meme,medium
solo q be like:: full team of buffedd players lmao,Solo queue feels like a team of made stronger or more powerful players not going to lie,"buffed, strengthened",gaming,medium
nvm its giving ong again,"Never mind, it is showing on God, I swear energy again","ong, oath",texting,medium
We don't talk enough about L take,We do not discuss incorrect or bad opinion nearly enough,"L take, criticism",social_media,medium
My whole situationship is simply wth,My entire undefined relationship is simply what the heck,"wth, shock",chat,medium
The cafeteria was giving me the ick lately no cap,"The cafeteria served something causing sudden disgust today, no exaggeration","ick, disgust",college,hard
istg can we acknowledge how noob this is,not to overthink this but can we acknowledge how inexperienced player this situation is,"noob, beginner",chat,medium
ngl my gpa after this semester gonna be talking stage,I swear my academic performance after this term will be early phase of romantic interest,"talking stage, relationship",college,medium
everything about this moment is caught lacking no cap,Everything about this moment is extremely caught lacking I promise,so caught lacking,chat,hard
Nobody: not a single soul: me in my on god arc:,"No one, not a single person, just me in my I swear, seriously phase","on god, oath",meme,medium
Bro the dorm wifi is absolutely noob,The dormitory internet connection is absolutely inexperienced player,"noob, beginner",college,medium
The griefer was on full no way that's so cool mode,That disruptive player was operating in full sarcastically unimpressed mode,"sarcasm, unimpressed",gaming,hard
Bro wya it's giving nerfed hours,"Where are you? it feels like weakened, made less powerful hours","nerfed, weakened",texting,medium
Found someone who gets the delulu energy,"I found someone who genuinely understands being delusional, unrealistic expectations","delulu, delusion",social_media,medium
The devs really buffed the dropping the class again,The developers strengthened the withdrawing from a course aspect again,"dropping, class",gaming,hard
dude oh how delightfully nerfed congratulations on that,"not to overthink this but how delightfully weakened, made less powerful of you, congratulations on achieving that","nerfed, weakened",sarcasm,medium
The way the campus drip jumped out for no reason ong,The way stylish campus outfits appeared suddenly for no apparent reason right now,"drip, fashion",meme,medium
That drop had people acting no thoughts.,"That drop had people acting extremely not thinking, mindless.",so no thoughts,chat,hard
dude corporate needs you to find the difference between essay cooked me and normal,truly find the difference between the essay exhausted me and normal behavior,"cooked, exhaustion",meme,hard
dead ass that person has no cap today.,very much that person has a lie energy today.,no cap,chat,medium
Ok but that's giving major tryhard energy,That situation is giving off major someone who tries too hard energy,"tryhard, competitive",chat,medium
ngl smh the situation is so I can't,"hey i am disappointed, the situation is so I can't handle this, too funny or overwhelming","I can't, overwhelmed",texting,medium
Bro wya it's giving lmao hours,"Where are you? it feels like laughing my ass off, very funny hours","lmao, laughter",texting,easy
I got shifting by that last boss,I was defeated by that boss in a daydreaming or mentally transporting yourself way,"shifting, escapism",gaming,medium
i got main character by that lastt boss,I was defeated by that boss in a feeling like the protagonist of life way,"main character, confidence",gaming,medium
The cafeteria was bro today no cap fr,"The cafeteria served something friend, but also expressing surprise today, no exaggeration and that is funny","bro, address",college,medium
real talk what a surprise no one saw the carried coming,"oh my goodness what a complete surprise, nobody saw the having teammates win it for you coming","carried, assistance",sarcasm,medium
ok so ngl that was super fr,"best friend i have to admit that was quite for real, seriously","fr, affirmation",chat,easy
Omg that was very w istg,"Oh my goodness that was very win, success, great outcome i swear","W, victory",texting,medium
This era is all about campus drip and healing,This time period is about stylish campus outfits and personal recovery,"drip, fashion",social_media,medium
What a time to be alive and experience fam periodt,"What a remarkable time to be alive experiencing close friends, family-like people without question","fam, friendship",sarcasm,medium
istg bro wya it's giving iconic honestly hours,very much where are you? it feels like sarcastically praising something bad hours,"sarcasm, irony",texting,medium
wait they weree being so valid af about this whole thing.,seriously speaking they were being so extremely acceptable and understandable about this whole thing.,valid af,chat,hard
The difference between pross and noobs is simply talking stage,The gap between professionals and beginners is simply early phase of romantic interest,"talking stage, relationship",gaming,medium
Did you catch how cooked that was?,Did you catch how in trouble or did well that was?,cooked,chat,medium
How it started: fine. how it's going: fr,"How it began was fine but now it has become for real, seriously","fr, affirmation",meme,easy
Oh how delightfully this ain't it chief congratulations on that,"How delightfully this is not good or correct of you, congratulations on achieving that","this ain't it, disapproval",sarcasm,hard
Never seen anything more great job doing nothing in my entire life,I have never witnessed anything more sarcastically criticizing inaction in my entire life,"sarcasm, criticism",sarcasm,hard
real talk teacher: there are no wrong answers. me: wth,friend teacher says no wrong answers and I respond with what the heck,"wth, shock",meme,medium
Absolutely stunning nobody predicted the clout,Absolutely stunning that nobody anticipated the online influence or popularity,"clout, influence",sarcasm,medium
real talk the audacity of this idc behavior,hey the boldness of this I don't care energy is remarkable,"idc, indifference",social_media,easy
Me trying to explain bussin to my parents,"Me attempting to explain extremely good, delicious to my parents or older relatives","bussin, quality",meme,medium
Ngl rn im fully in my lmk phase,Honestly right now I am fully in my let me know phase,"lmk, notification",texting,easy
I am feeling really soft launch right now fr,I am feeling really soft launch right now and that is funny,soft launch,chat,medium
I got imho by that last boss,I was defeated by that boss in a in my humble opinion way,"imho, opinion",gaming,medium
That comeback was very glow up af honestly.,That comeback was very extremely a major positive transformation honestly.,glow up af,chat,hard
istg office hours today were actually touch grass moment,very much the professor held office hours and they were actually a situation where someone is too online,"touch grass, internet use",college,hard
Bestie said super helpful and left the chat,My best friend said it plainly and ended the conversation,"sarcasm, irony",chat,hard
That drop had everyone acting throwing.,That drop had everyone acting extremely deliberately losing or making mistakes.,so throwing,chat,hard
Ok very surely this will go well being so no cap and all,"Seriously speaking surely this will end well given all the honestly, not lying involved","no cap, honesty",sarcasm,medium
y'all oh absolutely love how nerfed this all is,"hold on i absolutely love how weakened, made less powerful all of this is","nerfed, weakened",sarcasm,medium
bro that lecture was bussin bussin i learned nothing,truly that lecture was so absolutely excellent I gained nothing from it,"bussin bussin, emphasis",college,medium
I got touch grass moment by that last boss,I was defeated by that boss in a a situation where someone is too online way,"touch grass, internet use",gaming,hard
not to be that person but fyi everyone in this chat is snap,very much for your information everyone in this group is doing something great,"snap, excellence",texting,medium
She posted that and the energy was overthinking.,She posted that and the energy was extremely overthinking.,so overthinking,chat,hard
That fit is very npc energy.,That outfit is very npc energy.,so npc energy,chat,hard
Day 47 of my bro arc and counting,"Day forty-seven of my friend, but also expressing surprise phase and still going","bro, address",meme,medium
solo q be like: fulll team of npc players periodt,Solo queue feels like a team of someone acting without personality players seriously,"npc, personality",gaming,medium
My whole situationship is just parasocial relationship,My entire undefined relationship is just one-sided emotional attachment,"parasocial, relationship",chat,hard
She posted that and the energy was touch grass af ong,She posted that and the energy was extremely go outside and get off the internet friend,touch grass af,chat,hard
They were being so shade af about this whole thing on god,They were being so extremely disrespect or indirect insult about this whole thing not going to lie,shade af,chat,hard
When the capping hits at 3am and you can't sleep,When the lying feeling hits at three in the morning and you cannot sleep,"capping, dishonesty",meme,medium
The cafeteriaa was touch grass moment lately no cap,"The cafeteria served something a situation where someone is too online today, no exaggeration","touch grass, internet use",college,hard
Omg that was so clutch istg,Oh my goodness that was so coming through in a critical moment I swear,"clutch, critical moment",texting,medium
"You cooked very hard, that was peak ong.","You did very well, that was peak on god, i swear.",ong,chat,medium
The audacity of this lol behavior on god,"The boldness of this laughing out loud, it's funny energy is remarkable friend","lol, laughter",social_media,easy
Our strategy was complete tryhard but it worked,Our strategy was complete someone who tries too hard but somehow worked,"tryhard, competitive",gaming,medium
Wow so hits different of you really well done periodt,"How very feels unique or special of you, truly well done not going to lie","hits different, uniqueness",sarcasm,medium
"That fit was actually npc energy, no cap ong","That outfit was actually extremely npc energy, no lies and that is funny",so npc energy,chat,hard
Bruh that fit is very lowkey.,Seriously speaking that outfit is very somewhat secretly.,so lowkey,chat,hard
If you know slap you know,"If you understand is excellent, hits hard, you understand","slap, quality",social_media,medium
Teacher: there are no wrong answers. me: oh totally,Teacher says no wrong answers and I respond with sarcastically agreeing,"sarcasm, disagreement",meme,medium
The TA was on full facts mode today bestie,"The teaching assistant was in full that is true, absolutely correct mode today I swear","facts, agreement",college,medium
Lmk if you see any spawn kill energy irl,Let me know if you notice any attacking immediately after respawn energy in real life,"spawn kill, unfair play",texting,medium
Omg that was very npc behavior istg,Oh my goodness that was very acting mindlessly or robotically i swear,"npc behavior, behavior",texting,medium
Bro the dorm wifi is absolutely highkey,"The dormitory internet connection is absolutely openly, obviously, very much","highkey, obvious",college,medium
dropping the class is my stonkss era honestly,"Withdrawing from this course is my stocks, but often used humorously for a bad decision phase honestly","stonks, irony",college,medium
Patch notes dropped and the meta is now ikr,The update changed things and the approach is now I know right,"ikr, agreement",gaming,easy
Plot twist: it was fyi all along,Unexpected reveal: it was for your information the entire time,"fyi, information",social_media,easy
He's being so brainrot lately it's unreal,He is behaving in an extremely mind absorbed in internet content way today,"brainrot, obsession",chat,medium
So impressed by this level of respawn behavior ong,So thoroughly impressed by this level of coming back after failure behavior right now,"respawn, comeback",sarcasm,medium
sis not the lmao hitting different tonight,"honestly the laughing my ass off, very funny feeling is hitting differently tonight","lmao, laughter",social_media,easy
Frfr though that was sus no debate,"Seriously though, that was suspicious, questionable without any debate","sus, suspicion",texting,medium
Pulled an all-nighter and now i am touch grass,"Stayed up all night and now I am experiencing go outside, spend less time online","touch grass, advice",college,medium
dead ass that comeback was so say less honestly.,truly that comeback was so understood honestly.,say less,chat,medium
yes because what we really needed was moree cafeteria bussinn,"Yes, because what we truly needed was more the cafeteria food is excellent","bussin, food",sarcasm,hard
We are so imho right now in this match lmao,We are performing at the level of in my humble opinion in this match truly,"imho, opinion",gaming,medium
bro that midterm ate and left no crumbs im tryhard,That midterm absolutely dominated and now I am someone who tries too hard,"tryhard, competitive",college,medium
bro hmu when you're done being bussin ok,"best friend contact me when you are done experiencing extremely good, delicious","bussin, quality",texting,medium
"This is fine (it's not, it's chad) ngl","Everything is fine but actually it is confident, dominant, impressive person I swear","chad, confidence",meme,medium
This lobby is built different it's giving gg wp istg,"This lobby is different, it is displaying good game, well played without question","gg wp, acknowledgment",gaming,medium
College budget be like: one-shot eating habits,College finances lead to very defeating with a single hit eating choices,"one-shot, instant defeat",college,medium
Wow who could have predicted this goated outcome,Who could have possibly predicted this greatest of all time level outcome,"goated, excellence",sarcasm,medium
The audacity of this wya behavior,The boldness of this where are you energy is remarkable,"wya, location",social_media,easy
"Wait, was that not completely cap lmao","Wait, was that not completely a lie? seriously",cap,chat,medium
Did you catch how hot take that was rn,Did you catch how extremely hot take that was? and that is funny,so hot take,chat,hard
ok so frfr though that was triggered no debate,"hey seriously though, that was emotionally provoked without any debate","triggered, emotion",texting,medium
Not to be that person but tbh im simply vibing in my based and redpilled arc,Okay so honestly i am simply relaxing in my confident and aware of a harsh truth phase,"based, redpilled, attitude",texting,hard
"This is fine (it's not, it's essay cooked me) no cap",Everything is fine but actually it is the essay exhausted me and that is funny,"cooked, exhaustion",meme,hard
Anyone else tilted by that omg move,"Is anyone else frustrated by that oh my God, I'm shocked decision","omg, shock",gaming,easy
Found someone who gets the go outside energy on god,I found someone who genuinely understands leave the internet and live life I promise,"go outside, advice",social_media,medium
Surely this will go well being so no cap and all,"Surely this will end well given all the honestly, not lying involved","no cap, honesty",sarcasm,medium
Omw and already feeling main character syndrome,On my way and already feeling acting as if you're the center of everything,"main character, ego",texting,hard
Wow so speedrun of you really well done,"How very completing a game as fast as possible of you, truly well done","speedrun, speed",sarcasm,medium
The enemy team is playing oh completely as usual,The opposing team is demonstrating sarcastically agreeing as usual,"sarcasm, disagreement",gaming,medium
Everyone on Discord went full clutch when that happened.,Everyone on Discord went full extremely performing perfectly under pressure when that happened.,so clutch,chat,hard
The audacity to be fandom in public ong,The boldness to display dedicated fan community so publicly truly,"fandom, community",chat,medium
The difference between pros and noobs is just fomo ong,The gap between professionals and beginners is simply fear of missing out honestly,"fomo, anxiety",gaming,medium
dude he pulled a I'm cooked for this exam clutch at the last second,best friend he performed a I'm going to fail this exam move at the last second,"cooked, failure",gaming,hard
bro step 1: big W. step 2: ??? step 3: profit,"hold on step one is major win or achievement, step two is unclear, step three is profit","big W, victory",meme,hard
This semester has been giving lmaoooo the whole time,This entire semester has been showing extremely funny consistently,"lmaoooo, laughter",college,medium
Why is everyone so overthinking af lately?,Why is everyone so extremely overthinking lately?,overthinking af,chat,hard
Finals are hitting different it's full ikr mode,"Final exams are hitting hard, it is full I know right mode","ikr, agreement",college,easy
Bro this professor is giving full fire energy,"This professor is giving off excellent, amazing energy honestly","fire, quality",college,medium
The way this is giving flex with no hesitation rn,The way this shows showing off achievements so effortlessly honestly,"flex, boasting",social_media,medium
Dude i'm literally ikr rn,I am literally experiencing I know right right now,"ikr, agreement",chat,easy
what a time to be alivee and experience l,"What a remarkable time to be alive experiencing loss, failure, bad outcome","L, failure",sarcasm,medium
Smh the situation is very oh totally,"I am disappointed, the situation is very sarcastically agreeing","sarcasm, disagreement",texting,medium
Surely this will go well being very healing era and all istg,Surely this will end well given all the focusing on personal recovery involved without question,"healing era, growth",sarcasm,hard
Corporate needs you to find the difference between sussy and normal,Find the difference between very suspicious and normal behavior,"sussy, suspicion",meme,medium
That drop had people acting no cap.,"That drop had people acting extremely honestly, no lie.",so no cap,chat,hard
Everyone on Discord went full drip when that happened.,Everyone on Discord went full extremely stylish outfit or fashion sense when that happened.,so drip,chat,hard
Anyone else tilted by that gg wp move,"Is anyone else frustrated by that good game, well played decision","gg wp, acknowledgment",gaming,medium
Ngl that was super jk,I have to admit that was quite just kidding,"jk, humor",chat,easy
Not me being grinding about this,I find myself being very working very hard consistently about all this,"grinding, effort",chat,medium
dude the internet blew up because that was straight super flex.,okay so the internet blew up because that was straight show off.,super flex,chat,hard
Ngl that was super out of pocket,"I have to admit that was quite crossing a line, inappropriate","out of pocket, inappropriate",chat,hard
yes becausee what we really needed was more campus dripp bestie,"Yes, because what we truly needed was more stylish campus outfits not going to lie","drip, fashion",sarcasm,medium
That fit is so valid.,That outfit is so acceptable and understandable.,so valid,chat,hard
My study group is carrying me that's so idk,"My study group is helping me, which shows real I don't know","idk, uncertainty",college,easy
dude anyone else tilted by that sus move,"hey is anyone else frustrated by that suspicious, questionable decision","sus, suspicion",gaming,medium
Oh absolutely love how oof this all is no cap,I absolutely love how that's painful or awkward all of this is truly,"oof, reaction",sarcasm,medium
That fit is very overthinking.,That outfit is very overthinking.,so overthinking,chat,hard
Not all heroes wear capes some are simply bricked fr,"Not all remarkable people wear capes, some simply embody broken, not working I promise","bricked, broken",meme,medium
If you know understood the vibe you know istg,"If you understand matched the energy perfectly, you understand I promise","vibe, understanding",social_media,hard
That drop had everyone acting thirsty af periodt,That drop had everyone acting extremely thirsty without question,thirsty af,chat,hard
What a time to be alive and experience super helpful,What a remarkable time to be alive experiencing sarcastically noting something unhelpful,"sarcasm, irony",sarcasm,hard
"Bro, you are literally giving soft launch af right now.","Bro, you are literally giving extremely subtly hinting about a relationship right now.",soft launch af,chat,hard
this semester has been giving im cookedd for this exam the whole time,This entire semester has been showing I'm going to fail this exam consistently,"cooked, failure",college,hard
Genuinelyy cannot believe how fomo this got very fast,I genuinely cannot believe how quickly this became fear of missing out,"fomo, anxiety",sarcasm,medium
bro is malding in the chat lol,"my friend is visibly mad and frustrated in the comments, which is funny",malding,gaming,medium
Oh how delightfully op congratulations on that,"How delightfully overpowered of you, congratulations on achieving that","op, overpowered",sarcasm,medium
Fyi people in this chat is lowkey,"For your information people in this group is secretly, kind of, quietly","lowkey, subtle",texting,medium
Bro that player simply hit a pwnedd playy,That player simply executed a decisively defeated play,"pwned, defeat",gaming,medium
current status: absolute lockedd in,Current mood: complete fully focused and concentrated,"locked in, focus",social_media,medium
I am feeling really they cooked af right now.,I am feeling really extremely they cooked right now.,they cooked af,chat,hard
ok so brain: sleep. also brain: think about ratio + L + no cap,seriously speaking brain says sleep but also tells me to think about multiple criticisms at once,"ratio, L, no cap, criticism",meme,hard
fr tho me: has one productive day. my brain: it's sus time,"okay so me having one productive day and my brain saying it is suspicious, questionable time","sus, suspicion",meme,medium
That lecture was lit i learned nothing,"That lecture was so exciting, amazing, awesome I gained nothing from it","lit, excitement",college,medium
Solo q be like: full team of hmu players bestie,"Solo queue feels like a team of hit me up, contact me players I swear","hmu, contact",gaming,easy
This semester has been giving GG the whole time,"This entire semester has been showing good game, well played consistently","GG, acknowledgment",college,easy
y'all plot twist: it was malding all along,"hey unexpected reveal: it was mad and balding, extremely frustrated the entire time","malding, frustration",social_media,medium
bestie the gg wp is real today folks,"quite openly the feeling of good game, well played is very real today","gg wp, acknowledgment",social_media,medium
That carry was so tbf i can't even rn,That assistance was so to be fair I cannot process it truly,"tbf, fairness",gaming,medium
They were being so in my bag af about this whole thing.,They were being so extremely in my bag about this whole thing.,in my bag af,chat,hard
He was being completely soft launch at the party.,He was being completely extremely subtly hinting about a relationship at the party.,so soft launch,chat,hard
Fyi people in this chat is chronically online,For your information people in this group is spending too much time online,"chronically online, internet use",texting,medium
The difference between pros and noobs is simply main character,The gap between professionals and beginners is simply feeling like the protagonist of life,"main character, confidence",gaming,medium
"Wait, was that not completely caught in 4k af?","Wait, was that not completely extremely caught with undeniable proof?",caught in 4k af,chat,hard
They weree being very iykyk about this whole thing.,They were being very if you know you know about this whole thing.,iykyk,chat,medium
"sis this is finee (its not, its oh wow so original)",hey everything is fine but actually it is sarcastically noting something unoriginal,"sarcasm, originality",meme,hard
The cafeteria was touch grass moment lately no cap,"The cafeteria served something a situation where someone is too online today, no exaggeration","touch grass, internet use",college,hard
Never seen anything more smooth brain in my entire life,I have never witnessed anything more not very intelligent thinking in my entire life,"smooth brain, unintelligent",sarcasm,medium
the ratio + bozoo is real today folks,The feeling of complete public embarrassment is very real today,"ratio, bozo, criticism",social_media,hard
Tbh i'm just vibing in my fam arc,"Honestly I am just relaxing in my close friends, family-like people phase","fam, friendship",texting,medium
Nvm it's giving smh again,"Never mind, it is showing shaking my head, disappointing energy again","smh, disappointment",texting,easy
genuinely this is certified nerfed and i will not explain,"hey this is genuinely weakened, made less powerful and I will not explain further","nerfed, weakened",social_media,medium
Ngl rn im fully in my op phase,Honestly right now I am fully in my overpowered phase,"op, overpowered",texting,medium
Ok but that's giving major ngl energy,That situation is giving off major not gonna lie energy,"ngl, honesty",chat,easy
The enemy team is playing god tier as usual,The opposing team is demonstrating of the highest quality as usual,"god tier, excellence",gaming,medium
Tell me why this is so ratio + bozo,Can someone explain why this feels so complete public embarrassment,"ratio, bozo, criticism",chat,hard
Anyone else tilted by that big yikes move,Is anyone else frustrated by that that's very awkward or bad decision,"big yikes, disapproval",gaming,hard
The cafeteria was trash lately no cap on god,"The cafeteria served something bad quality today, no exaggeration friend","trash, poor quality",college,medium
Why is everyone so griefer lately lmao,Why is everyone acting so player who ruins others' experience these days I swear,"griefer, disruptor",chat,medium
She is giving clutch energy today on god,She is showing important success energy today and that is funny,clutch,social_media,medium
ok so doing a sweaty challenge run tonight wish me luck,"quite openly attempting a playing very competitively challenge run tonight, wish me luck","sweaty, competitive",gaming,medium
Everyone on Discord went full snatched when that happened.,Everyone on Discord went full looking extremely good or slim when that happened.,snatched,chat,medium
My sleep schedule is in its ttyl era,My sleep routine is in a talk to you later phase,"ttyl, farewell",college,easy
genuinely what a time to be alive and experience respawn,hold on what a remarkable time to be alive experiencing coming back after failure,"respawn, comeback",sarcasm,medium
highkey speedrunning the noob tube route tonight,everyone attempting the easy weapon used by beginners route tonight,"noob tube, gaming",gaming,medium
They were being so deadass about this whole thing.,They were being so seriously about this whole thing.,deadass,chat,medium
So impressed by this level of trash behavior,So thoroughly impressed by this level of bad quality behavior,"trash, poor quality",sarcasm,medium
omg ngl rn im fully in my cafeteria bussin phase,for real though honestly right now I am fully in my the cafeteria food is excellent phase,"bussin, food",texting,hard
The devs really buffed the oh wow so original again ngl,The developers strengthened the sarcastically noting something unoriginal aspect again I swear,"sarcasm, originality",gaming,hard
Wow who could have predicted this dead week outcome,"Who could have possibly predicted this final exam period, very stressful outcome","dead week, exams",sarcasm,medium
im not evenn gonnaa lie that was glow up,"I won't lie, that genuinely showed significant positive transformation","glow up, transformation",chat,medium
He was being completely salty at the party.,He was being completely extremely bitter or upset at the party.,so salty,chat,hard
sis truly iconic behavior giving full parasocial today,honestly iconic behavior showing full one-sided emotional connection to a celebrity today,"parasocial, connection",sarcasm,medium
sis yes continue please this stanning is so helpful,"friend yes please continue, this intensely supporting a celebrity or artist is so incredibly helpful","stanning, fandom",sarcasm,medium
Genuinely cannot believe how ligma this got very fast ngl,I genuinely cannot believe how quickly this became a fake disease used as a prank I swear,"ligma, prank",sarcasm,medium
Anyone else tilted by that dead move,Is anyone else frustrated by that that's hilarious / I'm done laughing decision,"dead, laughter",gaming,medium
This is certified ratio and i will not explain,This is genuinely getting more replies than likes indicating poor opinion and I will not explain further,"ratio, criticism",social_media,medium
Teacher: there are no wrong answers. me: living in my head rent free,Teacher says no wrong answers and I respond with constantly thinking about something,"rent free, obsession",meme,hard
If you know say less you know,"If you understand understood, I get it without explanation, you understand","say less, acknowledgment",social_media,medium
He's being so bestie today it's unreal,He is behaving in an extremely best friend way today,"bestie, friendship",chat,medium
Frfr though that was oh totally no debate,"Seriously though, that was sarcastically agreeing without any debate","sarcasm, disagreement",texting,medium
ngl the way this is giving I'm cooked for this exam with no hesitation,oh my goodness the way this shows I'm going to fail this exam so effortlessly,"cooked, failure",social_media,hard
Our strategy was complete dropping the class but it worked,Our strategy was complete withdrawing from a course but somehow worked,"dropping, class",gaming,hard
"You cooked so hard, that was peak fanum tax.","You did so well, that was peak extremely fanum tax.",so fanum tax,chat,hard
This era is all about snap and healing periodt,This time period is about doing something great and personal recovery friend,"snap, excellence",social_media,medium
That group project was gg ez and I did it alone,That group project showed that was an easy win and I completed it alone,"gg ez, victory",college,medium
dead ass bro that midterm ate and left no crumbs im bricked,"genuinely that midterm absolutely dominated and now I am broken, not working","bricked, broken",college,medium
He was being completely delulu at the party.,He was being completely being delusional at the party.,delulu,meme,medium
Riveting content truly the cafeteria bussin is impressive,"What riveting content, the level of the cafeteria food is excellent is impressive","bussin, food",sarcasm,hard
Day 47 of my fam arc and counting,"Day forty-seven of my close friends, family-like people phase and still going","fam, friendship",meme,medium
The cafeteria was manifestation today no cap fr,"The cafeteria served something believing you can attract what you want today, no exaggeration I swear","manifestation, belief",college,medium
Yes because what we really needed was more L + ratio ngl,"Yes, because what we truly needed was more complete failure online right now","L, ratio, criticism",sarcasm,hard
Ngl rn im fully in my lowk phase,"Honestly right now I am fully in my lowkey, secretly phase","lowk, subtle",texting,medium
That lecture was campus drip i learned nothing ong,That lecture was so stylish campus outfits I gained nothing from it and that is funny,"drip, fashion",college,medium
Bro wya it's giving lmaoooo hours,Where are you? it feels like extremely funny hours,"lmaoooo, laughter",texting,medium
wth why is everythingg so wow so brave today,What the heck why is everything so sarcastically praising an obvious thing today,"sarcasm, irony",texting,hard
